   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     21:10,         -,         -,         -,         -,               -,              -
  2,      平果,     22:18,     22:22,      04分,        68,         0,    16.5/-,      62.5/65/71,       96.5/109
  3,      百色,     23:53,     00:01,      08分,       163,         0,    37.5/-,      83.5/87/95,      125.5/142
  4,      田林,     01:41,     01:54,      13分,     -1169,         0,    43.5/-,     89.5/93/101,      135.5/153
  5,      册亨,     03:42,     03:49,      07分,     -1048,         0,    54.5/-,   100.5/105/114,      155.5/176
  6,      安龙,     04:28,     04:31,      03分,     -1002,         0,    64.5/-,   115.5/120/131,      175.5/198
  7,      兴义,     05:06,     05:12,      06分,      -964,         0,      69/-,     123/128/139,        186/210
  8,      威舍,     06:32,     06:39,      07分,      -878,         0,      72/-,     129/134/146,        197/222
  9,      罗平,     07:42,     07:49,      07分,      -808,         0,      81/-,     144/150/163,        222/251
 10,      师宗,     08:25,     08:28,      03分,      -765,         0,      86/-,     152/158/172,        233/263
 11,      石林,     10:18,     10:23,      05分,      -652,         0,      98/-,     171/178/193,        263/297
 12,    宜良北,     11:09,     11:11,      02分,      -601,         0,      98/-,     171/178/193,        263/297
 13,      昆明,     12:37,     12:37,      00分,      -513,         0,     105/-,     184/191/208,        285/321
