   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     14:17,         -,         -,         -,         -,               -,              -
  2,      渭南,     15:01,     15:04,      03分,        44,         0,      11/-,        57/60/65,        86.5/98
  3,      华山,     15:57,     16:00,      03分,       100,         0,    19.5/-,      65.5/68/74,       99.5/113
  4,      潼关,     16:15,     16:18,      03分,       118,         0,    21.5/-,      67.5/71/77,      102.5/116
  5,      灵宝,     17:18,     17:21,      03分,       181,         0,    32.5/-,      78.5/82/89,      118.5/134
  6,    三门峡,     18:03,     18:06,      03分,       226,         0,    41.5/-,      87.5/91/99,      132.5/150
  7,      义马,     19:12,     19:14,      02分,       295,         0,    50.5/-,    96.5/101/109,      146.5/165
  8,      洛阳,     20:03,     20:06,      03分,       346,         0,    54.5/-,   100.5/105/114,      155.5/176
  9,      巩义,     20:49,     20:52,      03分,       392,         0,    64.5/-,   115.5/120/131,      175.5/198
 10,      郑州,     22:00,     22:27,      27分,       463,         0,      72/-,     129/134/146,        197/222
 11,      开封,     23:13,     23:18,      05分,       536,         0,      81/-,     144/150/163,        222/251
 12,      兰考,     23:52,     00:04,      12分,       575,         0,      86/-,     152/158/172,        233/263
 13,    商丘南,     01:11,     01:27,      16分,       654,         0,      98/-,     171/178/193,        263/297
 14,      阜阳,     03:39,     03:54,      15分,       802,         0,     115/-,     200/208/226,        312/352
 15,      淮南,     05:18,     05:22,      04分,       901,         0,   128.5/-,   222.5/231/252,      348.5/393
 16,      合肥,     06:52,     07:11,      19分,       995,         0,   141.5/-, 244.5/252.5/276,      381.5/430
 17,      巢湖,     08:05,     08:09,      04分,      1068,         0,   148.5/-,   254.5/265/288,      398.5/449
 18,      芜湖,     09:17,     09:24,      07分,      1140,         0,   156.5/-,   268.5/279/303,      422.5/476
 19,      宣城,     10:25,     10:32,      07分,      1208,         0,   163.5/-,   280.5/292/317,      438.5/494
 20,      广德,     11:28,     11:30,      02分,      1271,         0,   168.5/-,   288.5/300/326,      450.5/508
 21,    长兴南,     12:07,     12:10,      03分,      1310,         0,   173.5/-,   296.5/308/335,      464.5/524
 22,    德清西,     12:55,     12:58,      03分,      1358,         0,   177.5/-,   304.5/317/344,      476.5/537
 23,      杭州,     13:40,     13:52,      12分,      1403,         0,   189.5/-,   322.5/335/364,      504.5/569
 24,      诸暨,     14:55,     14:58,      03分,      1478,         0,     192/-,     328/341/371,        515/580
 25,      义乌,     15:24,     15:27,      03分,      1507,         0,     198/-,     337/350/381,        530/597
 26,      金华,     16:11,     16:27,      16分,      1554,         0,     201/-,     343/357/387,        542/611
 27,      武义,     17:26,     17:28,      02分,      1629,         0,     206/-,     353/367/399,        556/627
 28,      永康,     17:56,     18:01,      05分,      1659,         0,     206/-,     353/367/399,        556/627
 29,      缙云,     18:32,     18:34,      02分,      1695,         0,     206/-,     353/367/399,        556/627
 30,      丽水,     19:06,     19:08,      02分,      1729,         0,     213/-,     363/377/410,        572/645
 31,      温州,     22:00,     22:00,      00分,      1903,         0,     224/-,     381/396/430,        598/674
