   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      铜仁,         -,     11:25,         -,         -,         -,         -,               -,              -
  2,      怀化,     12:32,     12:52,      20分,        67,         0,    15.5/-,      61.5/64/70,       92.5/105
  3,      麻阳,     13:37,     13:40,      03分,       132,         0,    21.5/-,      67.5/71/77,      102.5/116
  4,      吉首,     14:34,     14:42,      08分,       189,         0,    29.5/-,      75.5/79/86,      115.5/131
  5,    张家界,     16:52,     17:08,      16分,       327,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,      慈利,     18:18,     18:23,      05分,       413,         0,    54.5/-,   100.5/105/114,      155.5/176
  7,  石门县北,     18:53,     19:18,      25分,       448,         0,    64.5/-,   115.5/120/131,      175.5/198
  8,      常德,     20:09,     20:15,      06分,       524,         0,      82/-,     147/153/166,        227/256
  9,      汉寿,     20:44,     20:46,      02分,       559,         0,      93/-,     171/178/193,        266/300
 10,      益阳,     21:22,     21:28,      06分,       597,         0,     108/-,     186/194/210,        288/325
 11,      长沙,     22:39,     23:04,      25分,       674,         0,     125/-,     217/226/245,        338/381
 12,      株洲,     23:49,     23:55,      06分,       744,         0,     133/-,     231/240/261,        360/406
 13,      衡阳,     01:20,     01:28,      08分,       835,         0,     147/-,     254/264/287,        396/446
 14,      郴州,     03:09,     03:15,      06分,       944,         0,   165.5/-,   285.5/297/323,      447.5/504
 15,    韶关东,     04:54,     05:00,      06分,      1049,         0,   179.5/-,   308.5/321/349,      486.5/548
 16,      广州,     07:52,     08:06,      14分,      1227,         0,   209.5/-,   356.5/371/403,      561.5/633
 17,      东莞,     09:07,     09:16,      09分,      1302,         0,   233.5/-,   394.5/410/446,      622.5/702
 18,    深圳西,     11:15,     11:15,      00分,      1430,         0,   274.5/-,   489.5/509/553,      769.5/867
