   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      图们,         -,     11:22,         -,         -,         -,         -,               -,              -
  2,      延吉,     12:11,     12:22,      11分,        49,         0,      11/-,        57/60/65,        86.5/98
  3,      安图,     13:21,     13:26,      05分,       119,         0,    18.5/-,      64.5/67/73,       97.5/110
  4,      敦化,     14:34,     14:44,      10分,       192,         0,    29.5/-,      75.5/79/86,      115.5/131
  5,      蛟河,     16:24,     16:31,      07分,       302,         0,    46.5/-,     92.5/97/105,      140.5/159
  6,      吉林,     18:02,     18:13,      11分,       400,         0,    62.5/-,   110.5/115/125,      166.5/188
  7,      明城,     19:45,     19:47,      02分,       503,         0,      72/-,     129/134/146,        197/222
  8,      磐石,     20:14,     20:17,      03分,       532,         0,      75/-,     133/139/151,        205/231
  9,    朝阳镇,     20:47,     20:50,      03分,       565,         0,      81/-,     144/150/163,        222/251
 10,    梅河口,     21:18,     21:24,      06分,       596,         0,      86/-,     152/158/172,        233/263
 11,      清原,     22:40,     22:42,      02分,       678,         0,      98/-,     171/178/193,        263/297
 12,    抚顺北,     00:10,     00:12,      02分,       768,         0,     105/-,     184/191/208,        285/321
 13,      沈阳,     01:08,     01:22,      14分,       826,         0,     115/-,     200/208/226,        312/352
 14,    山海关,     05:53,     05:59,      06分,      1111,         0,   156.5/-,   268.5/279/303,      422.5/476
 15,    秦皇岛,     06:18,     06:21,      03分,      1136,         0,   156.5/-,   268.5/279/303,      422.5/476
 16,      昌黎,     06:56,     07:06,      10分,      1174,         0,   163.5/-,   280.5/292/317,      438.5/494
 17,      唐山,     08:21,     08:31,      10分,      1259,         0,   173.5/-,   296.5/308/335,      464.5/524
 18,      芦台,     09:01,     09:03,      02分,      1299,         0,       0/-,           0/0/0,            0/0
 19,      天津,     10:05,     10:10,      05分,      1363,         0,   189.5/-,   322.5/335/364,      504.5/569
 20,      北京,     11:53,     11:53,      00分,      1471,         0,     198/-,     337/350/381,        530/597
