   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,    双鸭山,         -,     07:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    福利屯,     07:44,     07:47,       3分,        14,        34,       4/-,        38/41/43,         55/59
  3,    丰乐镇,     08:08,     08:23,      15分,        38,        47,       -/-,           -/-/-,           -/-
  4,    四马架,     08:43,     08:50,       7分,        73,        56,       -/-,           -/-/-,           -/-
  5,    佳木斯,     09:20,     09:35,      15分,       110,        79,       6/-,        40/43/45,     60.5/64.5
  6,      香兰,     10:17,     10:20,       3分,       167,       148,    14.5/-,  48.5/51.5/53.5,     73.5/77.5
  7,      南岔,     11:11,     11:15,       4分,       221,       232,    21.5/-,  55.5/58.5/60.5,     82.5/86.5
  8,      带岭,     11:41,     11:43,       2分,       251,       593,    23.5/-,  57.5/60.5/62.5,     86.5/90.5
  9,      朗乡,     11:55,     11:57,       2分,       265,       279,       -/-,           -/-/-,           -/-
 10,      小白,     12:09,     12:11,       2分,       279,       293,       -/-,           -/-/-,           -/-
 11,      铁力,     12:56,     12:58,       2分,       326,       359,    29.5/-,  63.5/66.5/68.5,    97.5/101.5
 12,      庆安,     13:28,     13:30,       2分,       358,       461,      38/-,        77/79/82,       119/124
 13,      绥化,     14:11,     14:14,       3分,       401,       407,      38/-,        77/79/82,       119/124
 14,    白奎堡,     14:40,     14:42,       2分,       430,       501,      44/-,        88/91/94,       138/144
 15,      呼兰,     15:14,     15:16,       2分,       464,       554,      91/-,     144/148/154,       222/231
 16,      滨江,     15:45,         -,          ,       495,       583,      91/-,     144/148/154,       222/231
