   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      南宁,         -,     09:40,         -,         -,         -,         -,               -,              -
  2,      黎塘,     11:09,     11:14,      05分,        89,         0,    18.5/-,      64.5/67/73,       97.5/110
  3,      来宾,     11:58,     12:03,      05分,       138,         0,    28.5/-,      74.5/78/85,      113.5/128
  4,      柳州,     13:01,     13:08,      07分,       201,         0,    40.5/-,      86.5/90/98,      129.5/146
  5,      鹿寨,     13:47,     13:52,      05分,       247,         0,       0/-,           0/0/0,            0/0
  6,    桂林北,     16:15,     16:30,      15分,       395,         0,    64.5/-,   115.5/120/131,      175.5/198
  7,    兴安北,     17:06,     17:10,      04分,       446,         0,      72/-,     129/134/146,        197/222
  8,      永州,     19:20,     19:26,      06分,       580,         0,      86/-,     152/158/172,        233/263
  9,      祁东,     20:04,     20:07,      03分,       624,         0,      93/-,     163/170/184,        251/283
 10,      衡阳,     21:37,     21:53,      16分,       717,         0,     102/-,     178/185/201,        274/309
 11,    井冈山,     00:44,     00:55,      11分,       904,         0,   128.5/-,   222.5/231/252,      348.5/393
 12,      吉安,     02:20,     02:24,      04分,      1000,         0,   138.5/-,   238.5/248/270,      372.5/420
 13,      向塘,     04:24,     04:34,      10分,      1124,         0,   156.5/-,   268.5/279/303,      422.5/476
 14,    共青城,     05:42,     05:44,      02分,      1202,         0,   168.5/-,   288.5/300/326,      450.5/508
 15,      九江,     06:25,     06:48,      23分,      1245,         0,   173.5/-,   296.5/308/335,      464.5/524
 16,      东至,     08:52,     08:56,      04分,      1392,         0,   189.5/-,   322.5/335/364,      504.5/569
 17,      池州,     09:53,     09:56,      03分,      1453,         0,     192/-,     328/341/371,        515/580
 18,      铜陵,     10:44,     10:47,      03分,      1504,         0,     198/-,     337/350/381,        530/597
 19,      芜湖,     12:13,     12:19,      06分,      1593,         0,     201/-,     343/357/387,        542/611
 20,    马鞍山,     12:59,     13:04,      05分,      1639,         0,     206/-,     353/367/399,        556/627
 21,      南京,     14:35,     14:56,      21分,      1735,         0,     213/-,     363/377/410,        572/645
 22,    滁州北,     15:34,     15:44,      10分,       354,         0,     217/-,     370/385/418,        585/659
 23,      蚌埠,     18:03,     18:09,      06分,      1943,         0,     229/-,     389/404/439,        613/691
 24,      宿州,     19:05,     19:08,      03分,       565,         0,     240/-,     408/424/461,        640/721
 25,      徐州,     19:59,     19:59,      00分,      2059,         0,     243/-,     414/430/468,        654/737
