   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西宁,         -,     10:50,         -,         -,         -,         -,               -,              -
  2,      兰州,     12:52,     13:09,      17分,       122,         0,    29.5/-,      75.5/79/86,      115.5/131
  3,    白银西,     15:05,     15:26,      21分,       255,         0,    43.5/-,     89.5/93/101,      135.5/153
  4,      景泰,     17:00,     17:02,      02分,       370,         0,    53.5/-,    99.5/104/113,      152.5/172
  5,      中卫,     19:08,     19:22,      14分,       498,         0,      72/-,     129/134/146,        197/222
  6,      银川,     22:29,     22:40,      11分,       699,         0,      91/-,     158/165/179,        243/274
  7,    石嘴山,     23:16,     23:19,      03分,       746,         0,      98/-,     171/178/193,        263/297
  8,      惠农,     23:57,     00:07,      10分,       787,         0,     102/-,     178/185/201,        274/309
  9,      乌海,     00:40,     00:44,      04分,       830,         0,     105/-,     184/191/208,        285/321
 10,      临河,     02:17,     02:23,      06分,       927,         0,     124/-,     215/224/243,        336/379
 11,      包头,     04:38,     05:00,      22分,      1068,         0,   148.5/-,   254.5/265/288,      398.5/449
 12,    包头东,     05:15,     05:18,      03分,      1105,         0,   148.5/-,   254.5/265/288,      398.5/449
 13,呼和浩特东,     06:56,     07:17,      21分,      1206,         0,   163.5/-,   280.5/292/317,      438.5/494
 14,    集宁南,     08:35,     08:41,      06分,      1305,         0,   177.5/-,   304.5/317/344,      476.5/537
 15,  张家口南,     10:37,     10:43,      06分,      1427,         0,     198/-,     337/350/381,        530/597
 16,      北京,     13:58,     14:18,      20分,      1628,         0,     213/-,     363/377/410,        572/645
 17,    廊坊北,     15:10,     15:13,      03分,      1700,         0,     217/-,     370/385/418,        585/659
 18,      天津,     16:06,     16:06,      00分,      1756,         0,     224/-,     381/396/430,        598/674
