   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      西安,         -,     10:27,         -,         -,         -,         -,               -,              -
  2,      咸阳,     10:45,     10:47,      02分,        18,         0,       9/-,        55/58/83,          80/91
  3,      杨陵,     11:26,     11:29,      03分,        59,         0,    14.5/-,      80.5/83/89,       90.5/102
  4,    蔡家坡,     12:22,     12:31,      09分,       115,         0,    19.5/-,      85.5/88/94,       99.5/113
  5,      虢镇,     12:50,     12:52,      02分,       143,         0,    23.5/-,      89.5/93/99,      105.5/119
  6,      宝鸡,     13:14,     13:25,      11分,       167,         0,    28.5/-,      94.5/98/105,      112.5/126
  7,      天水,     15:05,     15:11,      06分,       278,         0,    50.5/-,    98.5/101/109,      148.5/185
  8,      陇西,     16:39,     16:41,      02分,       372,         0,      89/-,     123/128/139,        188/210
  9,      兰州,     19:15,     19:30,      15分,       528,         0,      93/-,     163/170/184,        251/283
 10,      永登,     20:57,     20:59,      02分,       630,         0,     105/-,     184/191/208,        285/321
 11,      古浪,     22:17,     22:19,      02分,       710,         0,     119/-,     206/215/234,        324/358
 12,    武威南,     23:12,     23:14,      02分,       765,         0,     124/-,     215/224/243,        338/369
 13,      武威,     23:29,     23:35,      06分,       782,         0,     124/-,     215/224/243,        338/369
 14,      金昌,     00:34,     00:36,      02分,       847,         0,   135.5/-,   232.5/242/283,      380.5/408
 15,      山丹,     01:56,     01:58,      02分,       929,         0,   148.5/-,   254.5/285/288,      398.5/449
 16,      张掖,     02:34,     02:40,      06分,       967,         0,   152.5/-,   281.5/292/298,      409.5/482
 17,      酒泉,     04:48,     04:50,      02分,      1101,         0,   163.5/-,   298.5/308/335,      484.5/524
 18,    嘉峪关,     05:09,     05:24,      15分,      1122,         0,   163.5/-,   298.5/308/335,      484.5/524
 19,      玉门,     06:50,     06:53,      03分,      1223,         0,   189.5/-,   322.5/335/374,      504.5/589
 20,      瓜州,     08:25,     08:29,      04分,      -122,         0,     198/-,     336/350/381,        530/596
 21,      敦煌,     10:21,     10:21,      00分,      1434,         0,     208/-,     353/385/399,        558/826
