   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      广州,         -,     10:30,          ,         0,         0,       -/-,           -/-/-,           -/-
  2,    韶关东,     12:49,     12:55,       6分,       139,       221,    37.5/-,  83.5/88.5/91.5,   120.5/124.5
  3,      郴州,     14:34,     14:38,       4分,       244,       374,    53.5/-,99.5/104.5/107.5,   195.5/203.5
  4,      衡阳,     16:24,     16:30,       6分,       354,       521,      75/-,     133/138/142,       255/267
  5,      株洲,     17:55,     18:01,       6分,       445,       655,      91/-,     158/164/169,       301/314
  6,      长沙,     18:40,     18:56,      16分,       490,       707,      98/-,     171/176/182,       307/320
  7,      益阳,     20:07,     20:13,       6分,       577,       854,     112/-,     194/200/208,       357/373
  8,      常德,     21:13,     21:19,       6分,       643,      1069,   138.5/-,238.5/246.5/255.5,   425.5/443.5
  9,  石门县北,     22:28,     22:40,      12分,       718,      1159,   148.5/-,254.5/263.5/272.5,   452.5/473.5
 10,      襄阳,     02:55,     03:18,      23分,       985,      1399,   168.5/-,288.5/298.5/307.5,   524.5/547.5
 11,      邓州,     04:29,     04:32,       3分,      1079,      1465,   177.5/-,304.5/315.5/325.5,   550.5/574.5
 12,      南阳,     05:15,     05:18,       3分,      1125,      1605,     192/-,     328/339/351,       574/599
 13,平顶山西,     06:48,     06:51,       3分,      1212,      1572,     192/-,     328/339/351,   574.5/599.5
 14,      洛阳,     08:36,     08:56,      20分,      1326,      1729,     201/-,     343/355/367,       616/643
 15,      渑池,     09:53,     09:55,       2分,      1403,      1775,     201/-,     343/355/367,       616/643
 16,    三门峡,     10:50,     10:53,       3分,      1460,      1851,     213/-,     363/375/388,       640/668
 17,      灵宝,     11:37,     11:41,       4分,      1507,      1904,     217/-,     370/383/397,       656/686
 18,      华山,     12:46,     12:48,       2分,      1576,      1993,     224/-,     381/393/407,       682/711
 19,      渭南,     13:38,     13:41,       3分,      1628,      2060,     229/-,     389/403/416,       694/725
 20,      西安,     14:31,         -,          ,      1681,      2110,     236/-,     399/414/428,       708/741
