   ,      站名,      到时,      发时,停留（分）,历时（分）,里程（km）, 硬座/软座,硬卧（上/中/下）,  软卧（上/下）
  1,      包头,         -,     15:06,         -,         -,         -,         -,               -,              -
  2,    包头东,     15:21,     15:25,      04分,        15,         0,       8/-,        54/57/61,          78/88
  3,  呼和浩特,     17:10,     17:18,      08分,       124,         0,    24.5/-,      70.5/74/80,      108.5/123
  4,呼和浩特东,     17:28,     17:34,      06分,       142,         0,    28.5/-,      74.5/78/85,      112.5/127
  5,    集宁南,     19:00,     19:15,      15分,       234,         0,    50.5/-,    96.5/101/109,      146.5/165
  6,      商都,     20:21,     20:23,      02分,       315,         0,    62.5/-,   110.5/115/125,      166.5/188
  7,      化德,     21:04,     21:06,      02分,       358,         0,      69/-,     123/128/139,        186/210
  8,  正镶白旗,     22:31,     22:37,      06分,       445,         0,      78/-,     139/145/157,        214/242
  9,  桑根达来,     23:46,     23:52,      06分,       520,         0,      93/-,     163/170/184,        251/283
 10,      经棚,     01:57,     02:00,      03分,       651,         0,     112/-,     194/202/219,        301/339
 11,      林西,     03:30,     03:33,      03分,       744,         0,     119/-,     207/215/234,        324/365
 12,      大板,     04:18,     04:30,      12分,       792,         0,     124/-,     215/224/243,        336/379
 13,      林东,     06:03,     06:06,      03分,       897,         0,   135.5/-,   232.5/242/263,      360.5/406
 14,    查布嘎,     06:58,     07:01,      03分,       952,         0,   141.5/-,   244.5/254/276,      381.5/430
 15,      开鲁,     08:37,     08:40,      03分,      1051,         0,   152.5/-,   261.5/272/296,      409.5/462
 16,      通辽,     10:10,     10:10,      00分,      1144,         0,   163.5/-,   280.5/292/317,      438.5/494
